City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
378,qasigiannguit,40,GL,1592331106,48,68.82,-51.19,6.0,4.6
379,halifax,20,CA,1592330940,52,44.65,-63.57,24.44,4.6
380,half moon bay,1,US,1592331106,77,37.46,-122.43,20.0,8.2
381,mocuba,9,MZ,1592331106,92,-16.84,36.99,15.65,1.89
382,shelburne,1,CA,1592331106,36,44.08,-80.2,24.0,4.1
383,imbituba,75,BR,1592331107,100,-28.24,-48.67,20.0,4.6
384,kazachinskoye,10,RU,1592331107,84,57.7,93.28,6.44,1.02
385,tateyama,0,JP,1592331107,73,34.98,139.87,21.67,6.22
386,palmas,20,BR,1592331107,43,-10.21,-48.36,32.0,6.2
387,male,75,MV,1592331107,79,4.17,73.51,30.0,5.1
388,broome,0,US,1592331107,44,42.25,-75.83,24.44,1.72
389,encruzilhada do sul,2,BR,1592331108,82,-30.54,-52.52,20.21,2.46
390,ust-nera,11,RU,1592331108,49,64.57,143.2,15.68,1.62
391,caravelas,19,BR,1592331108,73,-17.71,-39.25,25.28,4.98
392,bud,40,US,1592330965,41,39.45,-86.18,26.67,4.1
393,hovd,29,MN,1592331108,41,48.01,91.64,19.1,1.39
394,lakatoro,63,VU,1592331108,81,-16.1,167.42,25.25,6.3
395,fukue,100,JP,1592331108,76,32.69,128.84,22.61,2.8
396,jasper,40,US,1592331109,48,37.2,-94.35,31.0,3.6
397,reconquista,100,AR,1592331109,60,-29.15,-59.65,26.08,7.03
398,hondo,100,JP,1592331109,83,32.45,130.2,22.78,3.58
399,anshun,66,CN,1592331109,94,26.25,105.93,20.28,7.0
400,alekseyevsk,60,RU,1592331109,92,57.84,108.35,8.2,1.22
401,vydrino,99,RU,1592331109,84,51.48,104.85,10.58,1.27
402,bandarbeyla,77,SO,1592331109,57,9.49,50.81,29.55,12.36
403,chizhou,70,CN,1592331110,89,30.66,117.48,25.43,0.79
404,brigantine,1,US,1592331110,53,39.41,-74.36,22.0,9.3
405,ilam,97,NP,1592331110,96,26.92,87.92,19.44,1.0
406,klaksvik,100,FO,1592331110,93,62.23,-6.59,11.0,8.2
407,acapulco,20,MX,1592331110,70,16.86,-99.89,31.0,3.6
408,nuuk,75,GL,1592331110,84,64.18,-51.72,4.0,9.8
409,jinxiang,2,CN,1592331110,83,22.86,115.7,27.22,2.93
410,turukhansk,69,RU,1592331111,89,65.82,87.98,6.51,2.95
411,mayumba,100,GA,1592331111,88,-3.43,10.66,23.5,1.58
412,marechal floriano,75,BR,1592331111,78,-20.41,-40.68,24.0,5.7
413,mongu,5,ZM,1592331111,44,-15.25,23.13,18.3,3.48
414,kimbe,99,PG,1592331111,88,-5.55,150.14,24.52,1.6
415,mangrol,99,IN,1592331111,84,21.12,70.12,29.93,5.32
416,isla mujeres,75,MX,1592331112,100,21.23,-86.73,27.0,3.28
417,savannah bight,100,HN,1592331071,76,16.45,-85.85,28.06,4.18
418,omboue,61,GA,1592331112,89,-1.57,9.26,23.42,3.67
419,rawson,20,AR,1592331112,33,-43.3,-65.1,16.0,8.55
420,alice springs,0,AU,1592331028,51,-23.7,133.88,3.0,3.9
421,port hardy,20,CA,1592331113,71,50.7,-127.42,14.0,3.6
422,lucapa,0,AO,1592331113,33,-8.42,20.74,20.64,1.91
423,winder,90,US,1592331113,68,33.99,-83.72,18.89,3.6
424,nikolayevskaya,86,RU,1592331114,37,47.61,41.5,24.63,7.1
425,babu,31,CN,1592331114,88,24.42,111.52,24.36,1.59
426,vaitape,67,PF,1592331114,80,-16.52,-151.75,26.88,5.19
427,neiafu,40,TO,1592331114,68,-18.65,-173.98,22.0,5.1
428,yumen,0,CN,1592331114,24,40.28,97.2,20.84,2.39
429,warwick,20,US,1592330889,44,41.7,-71.42,25.0,3.6
430,kita,75,ML,1592331115,37,13.03,-9.49,35.07,3.13
431,fairbanks,75,US,1592331115,77,64.84,-147.72,18.89,1.5
432,juneau,90,US,1592331115,93,58.3,-134.42,11.67,2.1
433,komsomolskiy,20,UZ,1592331115,29,40.43,71.72,26.0,6.2
434,bossier city,1,US,1592330959,52,32.52,-93.73,33.33,2.1
435,formosa do rio preto,0,BR,1592331116,41,-11.05,-45.19,28.93,4.41
436,castanheira de pera,13,PT,1592331116,60,40.01,-8.21,21.11,3.13
437,envira,30,BR,1592331116,48,-7.3,-70.22,31.94,1.82
438,castlegar,100,CA,1592330377,61,49.3,-117.67,12.78,0.45
439,ternate,39,ID,1592331116,79,0.8,127.4,27.1,0.76
440,north platte,1,US,1592330889,35,41.12,-100.77,32.22,8.2
441,ruma,20,RS,1592331116,77,45.01,19.82,21.11,4.6
442,lillesand,0,NO,1592331117,36,58.25,8.38,25.0,3.1
443,brindisi,40,IT,1592331117,73,40.58,17.67,21.0,3.1
444,kissidougou,59,GN,1592331117,87,9.18,-10.1,26.21,1.06
445,nosy varika,94,MG,1592331117,85,-20.58,48.53,20.81,3.49
446,katav-ivanovsk,6,RU,1592331117,90,54.75,58.2,12.89,1.0
447,mogocha,72,RU,1592331117,69,53.73,119.77,11.57,2.17
448,roald,50,NO,1592331117,87,62.58,6.13,19.44,5.1
449,sacramento,1,US,1592331117,40,38.47,-121.32,24.44,3.1
450,los altos,20,US,1592331118,52,37.39,-122.11,21.11,6.7
451,manakara,93,MG,1592331118,87,-22.13,48.02,20.14,4.56
452,narsaq,75,GL,1592331118,81,60.92,-46.05,6.0,3.1
453,ambon,88,ID,1592331118,96,-3.7,128.18,26.67,5.93
454,mama,100,RU,1592331118,81,58.31,112.9,12.71,1.92
455,el tigre,73,VE,1592331118,56,8.89,-64.25,30.73,4.21
456,moreira sales,0,BR,1592331119,64,-24.06,-53.01,24.3,5.6
457,elko,75,US,1592330925,51,41.0,-115.5,16.0,5.1
458,vieste,40,IT,1592331119,77,41.88,16.18,21.0,2.6
459,trairi,8,BR,1592330924,68,-3.28,-39.27,29.25,5.37
460,chadiza,32,ZM,1592331119,62,-14.07,32.44,15.42,4.86
461,ust-tsilma,72,RU,1592331119,62,65.44,52.15,6.27,3.27
462,port shepstone,64,ZA,1592331119,81,-30.74,30.45,15.5,0.76
463,haradok,99,BY,1592331120,93,55.46,29.98,20.73,2.44
464,linares,100,CL,1592331116,95,-35.85,-71.6,11.46,2.39
465,olavarria,100,AR,1592331120,92,-36.89,-60.32,13.33,1.34
466,birao,42,CF,1592331120,41,10.28,22.79,32.17,1.22
467,bowen,40,AU,1592331120,82,-20.02,148.23,21.11,2.6
468,teguldet,34,RU,1592331121,90,57.31,88.17,6.12,0.34
469,port-cartier,75,CA,1592331121,40,50.03,-66.87,21.0,5.1
470,muroto,82,JP,1592331121,70,33.28,134.15,22.7,4.68
471,zhangye,99,CN,1592331121,32,38.93,100.45,21.4,2.33
472,barra dos coqueiros,75,BR,1592331121,88,-10.91,-37.04,24.0,7.7
473,urumqi,100,CN,1592331121,23,43.8,87.6,28.0,1.0
474,atyrau,0,KZ,1592331121,19,47.12,51.88,24.0,2.0
475,biak,47,ID,1592330991,82,-0.91,122.88,24.97,3.13
476,constitucion,100,CL,1592331122,93,-35.33,-72.42,13.11,6.69
477,mogadishu,81,SO,1592331018,81,2.04,45.34,26.05,8.48
478,nemuro,100,JP,1592331122,99,43.32,145.57,12.41,3.77
479,mae sai,20,TH,1592331006,100,20.43,99.88,24.0,1.5
480,colac,25,AU,1592331122,92,-38.33,143.58,6.67,0.64
481,itacoatiara,18,BR,1592331122,74,-3.14,-58.44,29.0,1.5
482,emporia,1,US,1592331017,48,38.4,-96.18,31.0,5.1
483,katherine,0,AU,1592331122,48,-14.47,132.27,16.0,4.1
484,stornoway,100,GB,1592331123,93,58.21,-6.39,13.33,3.6
485,coihaique,75,CL,1592330928,93,-45.58,-72.07,4.0,3.6
486,santa cruz do sul,44,BR,1592331123,73,-29.72,-52.43,23.55,1.84
487,tuatapere,65,NZ,1592331123,85,-46.13,167.68,9.81,2.61
488,tawang,96,IN,1592331123,80,27.58,91.87,14.95,0.9
489,natal,75,BR,1592331060,83,-5.79,-35.21,26.0,3.6
490,luwuk,44,ID,1592331123,78,-0.95,122.79,25.26,2.4
491,henties bay,0,NA,1592331123,36,-22.12,14.28,22.57,5.66
492,namatanai,100,PG,1592331123,80,-3.67,152.43,26.49,2.5
493,shingu,89,JP,1592331124,66,33.73,135.98,19.24,2.55
494,liwale,35,TZ,1592331124,58,-9.77,37.93,18.04,2.37
495,marsa matruh,0,EG,1592331124,39,31.35,27.25,28.0,5.1
496,port lincoln,66,AU,1592331124,74,-34.73,135.87,12.32,1.44
497,rodrigues alves,75,BR,1592331124,66,-7.74,-72.65,30.0,4.6
498,townsville,40,AU,1592330960,94,-19.25,146.8,20.0,2.6
499,ko samui,98,TH,1592331124,72,9.54,99.94,29.44,4.53
500,lata,12,PT,1592331100,73,40.16,-8.33,19.44,1.34
501,oil city,20,US,1592331125,44,41.43,-79.71,26.11,2.1
502,channel-port aux basques,58,CA,1592331125,68,47.57,-59.14,11.62,4.75
503,lerwick,0,GB,1592331125,93,60.15,-1.15,15.0,3.1
504,adrar,0,MR,1592331125,10,20.5,-10.07,41.89,9.55
505,shellbrook,40,CA,1592331125,45,53.22,-106.4,20.0,1.5
506,pringsewu,99,ID,1592331125,94,-5.36,104.97,23.31,0.5
507,itarema,13,BR,1592331126,68,-2.92,-39.92,29.49,5.65
508,cody,40,US,1592331106,48,44.53,-109.06,18.0,5.1
509,pyay,100,MM,1592331126,88,18.82,95.22,25.59,4.52
510,nishihara,40,JP,1592331126,88,26.18,127.76,28.0,6.7
511,vostochnyy,31,RU,1592331126,47,55.82,37.87,26.67,3.0
512,quatre cocos,40,MU,1592331126,73,-20.21,57.76,22.0,5.1
513,cayenne,96,GF,1592331126,83,4.93,-52.33,27.0,2.1
514,plattsburgh,1,US,1592331126,35,44.7,-73.45,25.56,2.6
515,jaru,2,BR,1592331127,62,-10.44,-62.47,30.18,1.01
516,agboville,87,CI,1592331127,84,5.93,-4.21,26.53,1.98
517,aguimes,43,ES,1592331127,47,27.91,-15.45,26.67,13.4
518,bhainsa,72,IN,1592331127,21,26.95,76.9,37.2,3.25
519,alyangula,1,AU,1592330950,94,-13.85,136.42,21.0,6.58
520,evensk,100,RU,1592331127,60,61.95,159.23,11.77,0.89
521,maldonado,96,UY,1592331127,77,-34.67,-54.92,22.22,4.41
522,carballo,40,ES,1592331128,81,43.21,-8.69,16.11,3.13
523,college,75,US,1592330995,77,64.86,-147.8,18.33,0.18
524,san matias,31,BO,1592331128,38,-16.37,-58.4,32.77,2.96
525,sunam,0,IN,1592331128,9,30.13,75.8,36.98,0.99
526,thunder bay,75,CA,1592330983,56,48.4,-89.32,22.0,4.1
527,santa elena,20,EC,1592331128,69,-2.23,-80.85,25.0,1.5
528,vanimo,82,PG,1592331128,82,-2.67,141.3,25.69,0.99
529,woodward,40,US,1592331128,33,36.43,-99.39,34.44,7.7
530,sakakah,0,SA,1592331128,12,29.97,40.21,35.0,5.1
531,plainview,1,US,1592331128,44,40.78,-73.47,25.0,3.6
532,abu dhabi,18,AE,1592330894,59,24.47,54.37,34.0,2.1
533,nathdwara,85,IN,1592330943,41,24.93,73.82,32.58,7.07
534,waitati,82,NZ,1592331129,54,-45.75,170.57,15.0,4.92
535,abha,20,SA,1592331129,44,18.22,42.51,26.0,3.6
536,manali,40,IN,1592331129,70,13.17,80.27,31.11,5.1
537,dalvik,40,IS,1592331129,50,65.97,-18.53,13.0,5.7
538,santa marta,75,CO,1592331129,79,11.24,-74.2,31.0,4.6
539,kalangala,20,UG,1592331129,64,-0.31,32.23,24.0,3.6
540,nerchinskiy zavod,56,RU,1592331130,89,51.31,119.61,12.52,1.34
541,mount isa,0,AU,1592331130,29,-20.73,139.5,17.0,5.7
542,raton,1,US,1592331130,21,36.9,-104.44,28.0,9.3
543,kieta,100,PG,1592331130,78,-6.22,155.63,25.57,0.77
544,isla aguada,75,MX,1592331130,83,18.78,-91.47,27.0,1.5
545,matara,97,LK,1592331130,91,5.95,80.54,26.71,3.42
546,bograd,15,RU,1592331130,76,54.23,90.83,11.0,1.0
547,saint-joseph,90,RE,1592331130,72,-21.37,55.62,20.0,3.1
548,port hedland,0,AU,1592331131,67,-20.32,118.57,17.0,1.5
549,ponta pora,0,BR,1592331131,50,-22.54,-55.73,26.0,5.1
550,vanavara,72,RU,1592331131,89,60.34,102.28,6.99,1.13
551,xianshuigu,99,CN,1592331131,39,38.98,117.38,26.0,2.0
552,saint-louis,4,SN,1592331131,27,16.33,-15.0,38.0,1.0
553,sobolevo,14,RU,1592331131,88,54.43,31.9,21.66,2.93
554,santa rosa,20,PH,1592331131,70,14.31,121.11,29.0,2.1
555,zhicheng,99,CN,1592331131,87,30.3,111.5,26.11,2.61
556,nokaneng,0,BW,1592331132,33,-19.67,22.27,16.17,2.88
557,srednekolymsk,62,RU,1592331132,45,67.45,153.68,22.17,2.97
558,kamalpur,100,IN,1592331132,96,24.2,91.83,25.47,2.48
559,sidney,14,AU,1592330998,71,-33.87,151.21,13.33,3.1
560,oyek,40,RU,1592331132,93,52.59,104.46,12.0,4.0
561,sundumbili,20,ZA,1592331132,87,-29.13,31.4,11.0,1.0
562,alindao,42,CF,1592331132,90,5.03,21.21,22.88,0.73
563,russell,75,US,1592331025,53,32.35,-85.2,25.0,5.7
564,del rio,40,US,1592331133,52,29.36,-100.9,31.0,5.1
565,nelson bay,8,AU,1592331133,87,-32.72,152.15,10.0,5.1
566,praia,20,CV,1592331133,66,14.92,-23.51,30.0,4.1
567,surgut,91,RU,1592331133,68,61.25,73.42,19.0,2.0
568,bubaque,37,GW,1592331133,86,11.28,-15.83,27.38,7.24
569,coquimbo,75,CL,1592331133,71,-29.95,-71.34,14.0,4.1
570,manuk mangkaw,34,PH,1592331133,71,4.8,119.85,28.96,2.88
